reading_id,reading_date,sensor,temperature,humidity,pressure
185453,"2019-12-31 11:25:11.000",Bedroom,70.7,27.9,30.01
185454,"2019-12-31 11:26:18.000",Garage,33.62,71.5,0
185455,"2019-12-31 11:27:23.000",Office,71.42,33.7,0
185456,"2019-12-31 11:27:31.000",Kitchen,71.78,27.8,0
185457,"2019-12-31 11:29:22.000","Living Room",75.2,23,0
185458,"2019-12-31 11:30:11.000",Bedroom,70.88,27.9,30.01
185459,"2019-12-31 11:31:19.000",Garage,33.98,71.1,0
185460,"2019-12-31 11:32:23.000",Office,71.6,33.1,0
185461,"2019-12-31 11:32:32.000",Kitchen,71.96,27.9,0
185462,"2019-12-31 11:34:23.000","Living Room",75.2,23,0
185463,"2019-12-31 11:35:10.000",Bedroom,70.7,27.9,30.01
185464,"2019-12-31 11:36:20.000",Garage,34.34,70.5,0
185465,"2019-12-31 11:37:24.000",Office,71.24,34.2,0
185466,"2019-12-31 11:37:33.000",Kitchen,71.78,27.9,0
185467,"2019-12-31 11:39:24.000","Living Room",75.2,23,0
185468,"2019-12-31 11:40:11.000",Bedroom,70.7,27.9,30.01
185469,"2019-12-31 11:41:20.000",Garage,34.7,70.7,0
185470,"2019-12-31 11:42:24.000",Office,71.24,33.1,0
185471,"2019-12-31 11:42:33.000",Kitchen,71.78,28,0
185472,"2019-12-31 11:44:24.000","Living Room",75.2,23,0
185473,"2019-12-31 11:45:11.000",Bedroom,70.7,28,30
185474,"2019-12-31 11:46:20.000",Garage,34.88,71.2,0
185475,"2019-12-31 11:47:25.000",Office,71.24,31.3,0
185476,"2019-12-31 11:47:34.000",Kitchen,71.78,28,0
185477,"2019-12-31 11:49:25.000","Living Room",75.2,23,0
185478,"2019-12-31 11:50:10.000",Bedroom,70.7,28,30
185479,"2019-12-31 11:51:21.000",Garage,35.42,71.5,0
185480,"2019-12-31 11:52:25.000",Office,71.78,31.3,0
185481,"2019-12-31 11:52:34.000",Kitchen,71.96,28,0
185482,"2019-12-31 11:54:25.000","Living Room",75.2,23,0
185483,"2019-12-31 11:55:18.000",Bedroom,70.7,28,29.99
185484,"2019-12-31 11:56:21.000",Garage,35.6,70.9,0
185485,"2019-12-31 11:57:26.000",Office,71.78,30.2,0
185486,"2019-12-31 11:57:35.000",Kitchen,71.96,28,0
185487,"2019-12-31 11:59:25.000","Living Room",75.2,23,0
185488,"2019-12-31 12:00:10.000",Bedroom,70.7,28,29.99
185489,"2019-12-31 12:01:22.000",Garage,36.14,70.8,0
185490,"2019-12-31 12:02:26.000",Office,71.96,32.2,0
185491,"2019-12-31 12:02:35.000",Kitchen,71.96,28,0
185492,"2019-12-31 12:04:26.000","Living Room",75.2,23,0
185493,"2019-12-31 12:05:11.000",Bedroom,70.88,28.1,29.98
185494,"2019-12-31 12:06:22.000",Garage,36.68,70.5,0
185495,"2019-12-31 12:07:27.000",Office,72.14,31.7,0
185496,"2019-12-31 12:07:36.000",Kitchen,72.14,28.1,0
185497,"2019-12-31 12:09:27.000","Living Room",75.2,23,0
185498,"2019-12-31 12:10:11.000",Bedroom,70.88,28.1,29.98
185499,"2019-12-31 12:11:23.000",Garage,36.86,70,0
185500,"2019-12-31 12:12:27.000",Office,72.14,31.6,0
185501,"2019-12-31 12:12:36.000",Kitchen,72.32,28.1,0
185502,"2019-12-31 12:14:27.000","Living Room",75.2,24,0
185503,"2019-12-31 12:15:10.000",Bedroom,70.88,28.1,29.98
185504,"2019-12-31 12:16:23.000",Garage,37.04,69.8,0
185505,"2019-12-31 12:17:28.000",Office,72.32,32.2,0
185506,"2019-12-31 12:19:28.000","Living Room",75.2,24,0
185507,"2019-12-31 12:20:11.000",Bedroom,71.06,28.2,29.98
185508,"2019-12-31 12:21:24.000",Garage,37.22,70.1,0
185509,"2019-12-31 12:22:28.000",Office,72.68,33,0
185510,"2019-12-31 12:22:45.000",Kitchen,72.32,28.2,0
185511,"2019-12-31 12:24:28.000","Living Room",75.2,24,0
185512,"2019-12-31 12:25:10.000",Bedroom,71.06,28.2,29.97
185513,"2019-12-31 12:26:24.000",Garage,37.58,70.3,0
185514,"2019-12-31 12:27:29.000",Office,72.86,30.9,0
185515,"2019-12-31 12:27:45.000",Kitchen,72.32,28.3,0
185516,"2019-12-31 12:29:29.000","Living Room",75.2,24,0
185517,"2019-12-31 12:30:10.000",Bedroom,71.06,28.3,29.97
185518,"2019-12-31 12:31:25.000",Garage,38.12,70.8,0
185519,"2019-12-31 12:32:30.000",Office,72.86,32.1,0
185520,"2019-12-31 12:32:46.000",Kitchen,72.32,28.3,0
185521,"2019-12-31 12:35:11.000",Bedroom,71.06,28.3,29.96
185522,"2019-12-31 12:36:25.000",Garage,38.84,70,0
185523,"2019-12-31 12:37:31.000",Office,73.76,34.1,0
185524,"2019-12-31 12:37:46.000",Kitchen,72.32,28.3,0
185525,"2019-12-31 12:39:37.000","Living Room",75.2,24,0
185526,"2019-12-31 12:40:11.000",Bedroom,71.06,28.3,29.96
185527,"2019-12-31 12:41:26.000",Garage,39.2,69.5,0
185528,"2019-12-31 12:42:32.000",Office,73.76,31.8,0
185529,"2019-12-31 12:42:47.000",Kitchen,72.14,28.4,0
185530,"2019-12-31 12:44:38.000","Living Room",75.2,24,0
185531,"2019-12-31 12:45:13.000",Bedroom,71.06,28.3,29.96
185532,"2019-12-31 12:46:27.000",Garage,39.92,69.1,0
185533,"2019-12-31 12:47:32.000",Office,73.76,30,0
185534,"2019-12-31 12:47:48.000",Kitchen,72.32,28.6,0
185535,"2019-12-31 12:49:39.000","Living Room",77,24,0
185536,"2019-12-31 12:50:10.000",Bedroom,71.24,28.3,29.95
185537,"2019-12-31 12:51:27.000",Garage,40.64,68.6,0
185538,"2019-12-31 12:52:33.000",Office,73.94,30.1,0
185539,"2019-12-31 12:52:48.000",Kitchen,72.14,28.5,0
185540,"2019-12-31 12:54:39.000","Living Room",75.2,24,0
185541,"2019-12-31 12:55:10.000",Bedroom,71.24,28.3,29.95
185542,"2019-12-31 12:56:28.000",Garage,41.36,67.9,0
185543,"2019-12-31 12:57:34.000",Office,74.3,30.5,0
185544,"2019-12-31 12:57:49.000",Kitchen,72.32,28.5,0
185545,"2019-12-31 12:59:40.000","Living Room",75.2,24,0
185546,"2019-12-31 13:00:16.000",Bedroom,71.24,28.3,29.95
185547,"2019-12-31 13:01:29.000",Garage,41.54,68.5,0
185548,"2019-12-31 13:02:34.000",Office,74.3,31.1,0
185549,"2019-12-31 13:02:49.000",Kitchen,72.32,28.5,0
185550,"2019-12-31 13:04:40.000","Living Room",75.2,24,0
185551,"2019-12-31 13:05:11.000",Bedroom,71.24,28.3,29.94
185552,"2019-12-31 13:06:30.000",Garage,41.9,68.6,0
185553,"2019-12-31 13:07:34.000",Office,74.48,29.6,0
185554,"2019-12-31 13:07:50.000",Kitchen,72.32,28.5,0
185555,"2019-12-31 13:09:41.000","Living Room",77,24,0
185556,"2019-12-31 13:10:11.000",Bedroom,71.24,28.3,29.94
185557,"2019-12-31 13:11:30.000",Garage,42.26,67.7,0
185558,"2019-12-31 13:12:35.000",Office,74.48,29.2,0
185559,"2019-12-31 13:12:50.000",Kitchen,72.32,28.4,0
185560,"2019-12-31 13:14:41.000","Living Room",75.2,24,0
185561,"2019-12-31 13:15:18.000",Bedroom,71.24,28.3,29.94
185562,"2019-12-31 13:16:31.000",Garage,42.8,67.8,0
185563,"2019-12-31 13:17:35.000",Office,74.48,29.4,0
185564,"2019-12-31 13:17:51.000",Kitchen,72.32,28.4,0
185565,"2019-12-31 13:19:42.000","Living Room",75.2,24,0
185566,"2019-12-31 13:20:11.000",Bedroom,71.24,28.3,29.93
185567,"2019-12-31 13:21:32.000",Garage,43.16,67.5,0
185568,"2019-12-31 13:22:51.000",Kitchen,72.5,28.3,0
185569,"2019-12-31 13:24:42.000","Living Room",75.2,24,0
185570,"2019-12-31 13:25:11.000",Bedroom,71.42,28.3,29.93
185571,"2019-12-31 13:26:32.000",Garage,43.52,68.4,0
185572,"2019-12-31 13:27:44.000",Office,74.48,31.5,0
185573,"2019-12-31 13:27:52.000",Kitchen,72.5,28.2,0
185574,"2019-12-31 13:29:43.000","Living Room",75.2,24,0
185575,"2019-12-31 13:30:11.000",Bedroom,71.42,28.3,29.93
185576,"2019-12-31 13:31:33.000",Garage,43.88,68.5,0
185577,"2019-12-31 13:32:44.000",Office,74.84,32,0
185578,"2019-12-31 13:32:53.000",Kitchen,72.5,28.3,0
185579,"2019-12-31 13:34:43.000","Living Room",75.2,24,0
185580,"2019-12-31 13:35:13.000",Bedroom,71.42,28.3,29.93
185581,"2019-12-31 13:36:33.000",Garage,44.24,68.3,0
185582,"2019-12-31 13:37:45.000",Office,75.38,32,0
185583,"2019-12-31 13:37:53.000",Kitchen,72.5,28.2,0
185584,"2019-12-31 13:39:44.000","Living Room",75.2,24,0
185585,"2019-12-31 13:40:10.000",Bedroom,71.42,28.3,29.93
185586,"2019-12-31 13:41:34.000",Garage,44.6,68.8,0
185587,"2019-12-31 13:42:46.000",Office,75.56,31.3,0
185588,"2019-12-31 13:42:54.000",Kitchen,72.5,28.5,0
185589,"2019-12-31 13:44:44.000","Living Room",75.2,24,0
185590,"2019-12-31 13:45:11.000",Bedroom,71.24,28.2,29.93
185591,"2019-12-31 13:46:35.000",Garage,44.78,68.7,0
185592,"2019-12-31 13:47:46.000",Office,76.1,30.5,0
185593,"2019-12-31 13:47:54.000",Kitchen,72.5,28.2,0
185594,"2019-12-31 13:49:45.000","Living Room",75.2,24,0
185595,"2019-12-31 13:50:13.000",Bedroom,71.42,28.3,29.93
185596,"2019-12-31 13:51:35.000",Garage,45.14,68.6,0
185597,"2019-12-31 13:52:55.000",Kitchen,72.5,28.3,0
185598,"2019-12-31 13:54:46.000","Living Room",75.2,24,0
185599,"2019-12-31 13:55:11.000",Bedroom,71.24,28.2,29.93
185600,"2019-12-31 13:56:36.000",Garage,45.5,68.8,0
185601,"2019-12-31 13:57:56.000",Kitchen,72.5,28.3,0
185602,"2019-12-31 13:59:47.000","Living Room",75.2,24,0
185603,"2019-12-31 14:00:10.000",Bedroom,71.42,28.3,29.93
185604,"2019-12-31 14:01:36.000",Garage,45.68,68.5,0
185605,"2019-12-31 14:02:56.000",Office,76.1,28.3,0
185606,"2019-12-31 14:02:56.000",Kitchen,72.5,28.3,0
185607,"2019-12-31 14:04:47.000","Living Room",75.2,24,0
185608,"2019-12-31 14:05:11.000",Bedroom,71.42,28.3,29.93
185609,"2019-12-31 14:06:37.000",Garage,46.22,68.2,0
185610,"2019-12-31 14:07:57.000",Kitchen,72.5,28.3,0
185611,"2019-12-31 14:07:57.000",Office,75.74,28.8,0
185612,"2019-12-31 14:10:11.000",Bedroom,71.42,28.3,29.92
185613,"2019-12-31 14:11:37.000",Garage,46.04,68.7,0
185614,"2019-12-31 14:12:58.000",Kitchen,72.5,28.4,0
185615,"2019-12-31 14:12:58.000",Office,73.58,26.2,0
185616,"2019-12-31 14:14:56.000","Living Room",75.2,24,0
185617,"2019-12-31 14:15:11.000",Bedroom,71.42,28.3,29.92
185618,"2019-12-31 14:16:38.000",Garage,46.58,67.8,0
